,location,date,variant,num_sequences,perc_sequences,num_sequences_total
18685,Switzerland,2021-01-25,Alpha,433,12.15,3563
18686,Switzerland,2021-01-25,Beta,15,0.42,3563
18687,Switzerland,2021-01-25,Delta,0,0.0,3563
18688,Switzerland,2021-01-25,Mu,0,0.0,3563
18689,Switzerland,2021-01-25,Omicron,0,0.0,3563
18690,Switzerland,2021-02-08,Alpha,1192,39.04,3053
18691,Switzerland,2021-02-08,Beta,41,1.34,3053
18692,Switzerland,2021-02-08,Delta,0,0.0,3053
18693,Switzerland,2021-02-08,Mu,0,0.0,3053
18694,Switzerland,2021-02-08,Omicron,0,0.0,3053
18695,Switzerland,2021-02-22,Alpha,1083,59.54,1819
18696,Switzerland,2021-02-22,Beta,31,1.7,1819
18697,Switzerland,2021-02-22,Delta,0,0.0,1819
18698,Switzerland,2021-02-22,Mu,0,0.0,1819
18699,Switzerland,2021-02-22,Omicron,0,0.0,1819
18700,Switzerland,2021-03-08,Alpha,1500,77.48,1936
18701,Switzerland,2021-03-08,Beta,32,1.65,1936
18702,Switzerland,2021-03-08,Delta,0,0.0,1936
18703,Switzerland,2021-03-08,Mu,0,0.0,1936
18704,Switzerland,2021-03-08,Omicron,0,0.0,1936
18705,Switzerland,2021-03-22,Alpha,2223,88.07,2524
18706,Switzerland,2021-03-22,Beta,23,0.91,2524
18707,Switzerland,2021-03-22,Delta,0,0.0,2524
18708,Switzerland,2021-03-22,Mu,0,0.0,2524
18709,Switzerland,2021-03-22,Omicron,0,0.0,2524
18710,Switzerland,2021-04-05,Alpha,2340,92.82,2521
18711,Switzerland,2021-04-05,Beta,19,0.75,2521
18712,Switzerland,2021-04-05,Delta,0,0.0,2521
18713,Switzerland,2021-04-05,Mu,0,0.0,2521
18714,Switzerland,2021-04-05,Omicron,0,0.0,2521
18715,Switzerland,2021-04-19,Alpha,2986,93.31,3200
18716,Switzerland,2021-04-19,Beta,43,1.34,3200
18717,Switzerland,2021-04-19,Delta,8,0.25,3200
18718,Switzerland,2021-04-19,Mu,0,0.0,3200
18719,Switzerland,2021-04-19,Omicron,0,0.0,3200
18720,Switzerland,2021-05-03,Alpha,3713,92.04,4034
18721,Switzerland,2021-05-03,Beta,49,1.21,4034
18722,Switzerland,2021-05-03,Delta,33,0.82,4034
18723,Switzerland,2021-05-03,Mu,0,0.0,4034
18724,Switzerland,2021-05-03,Omicron,0,0.0,4034
18725,Switzerland,2021-05-17,Alpha,2640,91.6,2882
18726,Switzerland,2021-05-17,Beta,27,0.94,2882
18727,Switzerland,2021-05-17,Delta,26,0.9,2882
18728,Switzerland,2021-05-17,Mu,1,0.03,2882
18729,Switzerland,2021-05-17,Omicron,0,0.0,2882
18730,Switzerland,2021-05-31,Alpha,1965,88.91,2210
18731,Switzerland,2021-05-31,Beta,19,0.86,2210
18732,Switzerland,2021-05-31,Delta,57,2.58,2210
18733,Switzerland,2021-05-31,Mu,9,0.41,2210
18734,Switzerland,2021-05-31,Omicron,0,0.0,2210
18735,Switzerland,2021-06-14,Alpha,895,80.78,1108
18736,Switzerland,2021-06-14,Beta,8,0.72,1108
18737,Switzerland,2021-06-14,Delta,125,11.28,1108
18738,Switzerland,2021-06-14,Mu,17,1.53,1108
18739,Switzerland,2021-06-14,Omicron,0,0.0,1108
18740,Switzerland,2021-06-28,Alpha,292,60.96,479
18741,Switzerland,2021-06-28,Beta,8,1.67,479
18742,Switzerland,2021-06-28,Delta,136,28.39,479
18743,Switzerland,2021-06-28,Mu,5,1.04,479
18744,Switzerland,2021-06-28,Omicron,0,0.0,479
18745,Switzerland,2021-07-12,Alpha,147,15.26,963
18746,Switzerland,2021-07-12,Beta,1,0.1,963
18747,Switzerland,2021-07-12,Delta,761,79.02,963
18748,Switzerland,2021-07-12,Mu,6,0.62,963
18749,Switzerland,2021-07-12,Omicron,0,0.0,963
18750,Switzerland,2021-07-26,Alpha,65,2.22,2932
18751,Switzerland,2021-07-26,Beta,0,0.0,2932
18752,Switzerland,2021-07-26,Delta,2814,95.98,2932
18753,Switzerland,2021-07-26,Mu,6,0.2,2932
18754,Switzerland,2021-07-26,Omicron,0,0.0,2932
18755,Switzerland,2021-08-09,Alpha,36,0.78,4623
18756,Switzerland,2021-08-09,Beta,2,0.04,4623
18757,Switzerland,2021-08-09,Delta,4504,97.43,4623
18758,Switzerland,2021-08-09,Mu,3,0.06,4623
18759,Switzerland,2021-08-09,Omicron,0,0.0,4623
18760,Switzerland,2021-08-23,Alpha,12,0.18,6633
18761,Switzerland,2021-08-23,Beta,0,0.0,6633
18762,Switzerland,2021-08-23,Delta,6606,99.59,6633
18763,Switzerland,2021-08-23,Mu,0,0.0,6633
18764,Switzerland,2021-08-23,Omicron,0,0.0,6633
18765,Switzerland,2021-09-06,Alpha,7,0.16,4379
18766,Switzerland,2021-09-06,Beta,0,0.0,4379
18767,Switzerland,2021-09-06,Delta,4369,99.77,4379
18768,Switzerland,2021-09-06,Mu,0,0.0,4379
18769,Switzerland,2021-09-06,Omicron,0,0.0,4379
18770,Switzerland,2021-09-20,Alpha,0,0.0,4396
18771,Switzerland,2021-09-20,Beta,0,0.0,4396
18772,Switzerland,2021-09-20,Delta,4395,99.98,4396
18773,Switzerland,2021-09-20,Mu,0,0.0,4396
18774,Switzerland,2021-09-20,Omicron,0,0.0,4396
18775,Switzerland,2021-10-04,Alpha,0,0.0,3784
18776,Switzerland,2021-10-04,Beta,0,0.0,3784
18777,Switzerland,2021-10-04,Delta,3784,100.0,3784
18778,Switzerland,2021-10-04,Mu,0,0.0,3784
18779,Switzerland,2021-10-04,Omicron,0,0.0,3784
18780,Switzerland,2021-10-18,Alpha,0,0.0,3230
18781,Switzerland,2021-10-18,Beta,0,0.0,3230
18782,Switzerland,2021-10-18,Delta,3229,99.97,3230
18783,Switzerland,2021-10-18,Mu,0,0.0,3230
18784,Switzerland,2021-10-18,Omicron,0,0.0,3230
18785,Switzerland,2021-11-01,Alpha,7,0.14,5102
18786,Switzerland,2021-11-01,Beta,0,0.0,5102
18787,Switzerland,2021-11-01,Delta,5088,99.73,5102
18788,Switzerland,2021-11-01,Mu,0,0.0,5102
18789,Switzerland,2021-11-01,Omicron,0,0.0,5102
18790,Switzerland,2021-11-15,Alpha,20,0.3,6584
18791,Switzerland,2021-11-15,Beta,0,0.0,6584
18792,Switzerland,2021-11-15,Delta,6563,99.68,6584
18793,Switzerland,2021-11-15,Mu,0,0.0,6584
18794,Switzerland,2021-11-15,Omicron,0,0.0,6584
18795,Switzerland,2021-11-29,Alpha,1,0.02,6568
18796,Switzerland,2021-11-29,Beta,0,0.0,6568
18797,Switzerland,2021-11-29,Delta,6543,99.62,6568
18798,Switzerland,2021-11-29,Mu,0,0.0,6568
18799,Switzerland,2021-11-29,Omicron,24,0.37,6568
18800,Switzerland,2021-12-13,Alpha,0,0.0,4811
18801,Switzerland,2021-12-13,Beta,0,0.0,4811
18802,Switzerland,2021-12-13,Delta,4566,94.91,4811
18803,Switzerland,2021-12-13,Mu,0,0.0,4811
18804,Switzerland,2021-12-13,Omicron,244,5.07,4811
18805,Switzerland,2021-12-27,Alpha,0,0.0,1330
18806,Switzerland,2021-12-27,Beta,0,0.0,1330
18807,Switzerland,2021-12-27,Delta,816,61.35,1330
18808,Switzerland,2021-12-27,Mu,0,0.0,1330
18809,Switzerland,2021-12-27,Omicron,514,38.65,1330
18810,Thailand,2020-08-03,Alpha,0,0.0,5
18811,Thailand,2020-08-03,Beta,0,0.0,5
18812,Thailand,2020-08-03,Delta,0,0.0,5
18813,Thailand,2020-08-03,Mu,0,0.0,5
18814,Thailand,2020-08-03,Omicron,0,0.0,5
18815,Thailand,2020-08-31,Alpha,0,0.0,2
18816,Thailand,2020-08-31,Beta,0,0.0,2
18817,Thailand,2020-08-31,Delta,0,0.0,2
18818,Thailand,2020-08-31,Mu,0,0.0,2
18819,Thailand,2020-08-31,Omicron,0,0.0,2
18820,Thailand,2020-09-28,Alpha,0,0.0,2
18821,Thailand,2020-09-28,Beta,0,0.0,2
18822,Thailand,2020-09-28,Delta,0,0.0,2
18823,Thailand,2020-09-28,Mu,0,0.0,2
18824,Thailand,2020-09-28,Omicron,0,0.0,2
18825,Thailand,2020-10-12,Alpha,0,0.0,7
18826,Thailand,2020-10-12,Beta,0,0.0,7
18827,Thailand,2020-10-12,Delta,0,0.0,7
18828,Thailand,2020-10-12,Mu,0,0.0,7
18829,Thailand,2020-10-12,Omicron,0,0.0,7
18830,Thailand,2020-10-26,Alpha,0,0.0,7
18831,Thailand,2020-10-26,Beta,0,0.0,7
18832,Thailand,2020-10-26,Delta,0,0.0,7
18833,Thailand,2020-10-26,Mu,0,0.0,7
18834,Thailand,2020-10-26,Omicron,0,0.0,7
18835,Thailand,2020-11-09,Alpha,0,0.0,6
18836,Thailand,2020-11-09,Beta,0,0.0,6
18837,Thailand,2020-11-09,Delta,0,0.0,6
18838,Thailand,2020-11-09,Mu,0,0.0,6
18839,Thailand,2020-11-09,Omicron,0,0.0,6
18840,Thailand,2020-11-23,Alpha,0,0.0,9
18841,Thailand,2020-11-23,Beta,0,0.0,9
18842,Thailand,2020-11-23,Delta,0,0.0,9
18843,Thailand,2020-11-23,Mu,0,0.0,9
18844,Thailand,2020-11-23,Omicron,0,0.0,9
18845,Thailand,2020-12-07,Alpha,0,0.0,18
18846,Thailand,2020-12-07,Beta,0,0.0,18
18847,Thailand,2020-12-07,Delta,0,0.0,18
18848,Thailand,2020-12-07,Mu,0,0.0,18
18849,Thailand,2020-12-07,Omicron,0,0.0,18
18850,Thailand,2020-12-21,Alpha,0,0.0,76
18851,Thailand,2020-12-21,Beta,0,0.0,76
18852,Thailand,2020-12-21,Delta,0,0.0,76
18853,Thailand,2020-12-21,Mu,0,0.0,76
18854,Thailand,2020-12-21,Omicron,0,0.0,76
18855,Thailand,2021-01-04,Alpha,1,2.7,37
18856,Thailand,2021-01-04,Beta,0,0.0,37
18857,Thailand,2021-01-04,Delta,0,0.0,37
18858,Thailand,2021-01-04,Mu,0,0.0,37
18859,Thailand,2021-01-04,Omicron,0,0.0,37
18860,Thailand,2021-01-11,Alpha,2,4.26,47
18861,Thailand,2021-01-11,Beta,0,0.0,47
18862,Thailand,2021-01-11,Delta,0,0.0,47
18863,Thailand,2021-01-11,Mu,0,0.0,47
18864,Thailand,2021-01-11,Omicron,0,0.0,47
18865,Thailand,2021-01-25,Alpha,3,9.09,33
18866,Thailand,2021-01-25,Beta,0,0.0,33
18867,Thailand,2021-01-25,Delta,0,0.0,33
18868,Thailand,2021-01-25,Mu,0,0.0,33
18869,Thailand,2021-01-25,Omicron,0,0.0,33
18870,Thailand,2021-02-08,Alpha,6,18.18,33
18871,Thailand,2021-02-08,Beta,2,6.06,33
18872,Thailand,2021-02-08,Delta,0,0.0,33
18873,Thailand,2021-02-08,Mu,0,0.0,33
18874,Thailand,2021-02-08,Omicron,0,0.0,33
18875,Thailand,2021-02-22,Alpha,11,10.19,108
18876,Thailand,2021-02-22,Beta,2,1.85,108
18877,Thailand,2021-02-22,Delta,0,0.0,108
18878,Thailand,2021-02-22,Mu,0,0.0,108
18879,Thailand,2021-02-22,Omicron,0,0.0,108
18880,Thailand,2021-03-08,Alpha,7,24.14,29
18881,Thailand,2021-03-08,Beta,0,0.0,29
18882,Thailand,2021-03-08,Delta,1,3.45,29
18883,Thailand,2021-03-08,Mu,0,0.0,29
18884,Thailand,2021-03-08,Omicron,0,0.0,29
18885,Thailand,2021-03-22,Alpha,5,15.15,33
18886,Thailand,2021-03-22,Beta,3,9.09,33
18887,Thailand,2021-03-22,Delta,0,0.0,33
18888,Thailand,2021-03-22,Mu,0,0.0,33
18889,Thailand,2021-03-22,Omicron,0,0.0,33
18890,Thailand,2021-04-05,Alpha,20,68.97,29
18891,Thailand,2021-04-05,Beta,1,3.45,29
18892,Thailand,2021-04-05,Delta,0,0.0,29
18893,Thailand,2021-04-05,Mu,0,0.0,29
18894,Thailand,2021-04-05,Omicron,0,0.0,29
18895,Thailand,2021-04-19,Alpha,116,89.92,129
18896,Thailand,2021-04-19,Beta,1,0.78,129
18897,Thailand,2021-04-19,Delta,2,1.55,129
18898,Thailand,2021-04-19,Mu,0,0.0,129
18899,Thailand,2021-04-19,Omicron,0,0.0,129
18900,Thailand,2021-05-03,Alpha,95,95.96,99
18901,Thailand,2021-05-03,Beta,0,0.0,99
18902,Thailand,2021-05-03,Delta,1,1.01,99
18903,Thailand,2021-05-03,Mu,0,0.0,99
18904,Thailand,2021-05-03,Omicron,0,0.0,99
18905,Thailand,2021-05-17,Alpha,493,83.7,589
18906,Thailand,2021-05-17,Beta,24,4.07,589
18907,Thailand,2021-05-17,Delta,59,10.02,589
18908,Thailand,2021-05-17,Mu,0,0.0,589
18909,Thailand,2021-05-17,Omicron,0,0.0,589
18910,Thailand,2021-05-31,Alpha,513,83.69,613
18911,Thailand,2021-05-31,Beta,10,1.63,613
18912,Thailand,2021-05-31,Delta,68,11.09,613
18913,Thailand,2021-05-31,Mu,0,0.0,613
18914,Thailand,2021-05-31,Omicron,0,0.0,613
18915,Thailand,2021-06-14,Alpha,204,74.45,274
18916,Thailand,2021-06-14,Beta,1,0.36,274
18917,Thailand,2021-06-14,Delta,69,25.18,274
18918,Thailand,2021-06-14,Mu,0,0.0,274
18919,Thailand,2021-06-14,Omicron,0,0.0,274
18920,Thailand,2021-06-28,Alpha,188,48.08,391
18921,Thailand,2021-06-28,Beta,13,3.32,391
18922,Thailand,2021-06-28,Delta,188,48.08,391
18923,Thailand,2021-06-28,Mu,0,0.0,391
18924,Thailand,2021-06-28,Omicron,0,0.0,391
18925,Thailand,2021-07-12,Alpha,57,27.4,208
18926,Thailand,2021-07-12,Beta,3,1.44,208
18927,Thailand,2021-07-12,Delta,148,71.15,208
18928,Thailand,2021-07-12,Mu,0,0.0,208
18929,Thailand,2021-07-12,Omicron,0,0.0,208
18930,Thailand,2021-07-26,Alpha,182,30.85,590
18931,Thailand,2021-07-26,Beta,15,2.54,590
18932,Thailand,2021-07-26,Delta,391,66.27,590
18933,Thailand,2021-07-26,Mu,0,0.0,590
18934,Thailand,2021-07-26,Omicron,0,0.0,590
18935,Thailand,2021-08-09,Alpha,57,19.13,298
18936,Thailand,2021-08-09,Beta,1,0.34,298
18937,Thailand,2021-08-09,Delta,239,80.2,298
18938,Thailand,2021-08-09,Mu,0,0.0,298
18939,Thailand,2021-08-09,Omicron,0,0.0,298
18940,Thailand,2021-08-23,Alpha,45,14.52,310
18941,Thailand,2021-08-23,Beta,1,0.32,310
18942,Thailand,2021-08-23,Delta,264,85.16,310
18943,Thailand,2021-08-23,Mu,0,0.0,310
18944,Thailand,2021-08-23,Omicron,0,0.0,310
18945,Thailand,2021-09-06,Alpha,11,3.57,308
18946,Thailand,2021-09-06,Beta,3,0.97,308
18947,Thailand,2021-09-06,Delta,294,95.45,308
18948,Thailand,2021-09-06,Mu,0,0.0,308
18949,Thailand,2021-09-06,Omicron,0,0.0,308
18950,Thailand,2021-09-20,Alpha,5,1.14,437
18951,Thailand,2021-09-20,Beta,5,1.14,437
18952,Thailand,2021-09-20,Delta,426,97.48,437
18953,Thailand,2021-09-20,Mu,0,0.0,437
18954,Thailand,2021-09-20,Omicron,0,0.0,437
18955,Thailand,2021-10-04,Alpha,10,1.24,807
18956,Thailand,2021-10-04,Beta,0,0.0,807
18957,Thailand,2021-10-04,Delta,797,98.76,807
18958,Thailand,2021-10-04,Mu,0,0.0,807
18959,Thailand,2021-10-04,Omicron,0,0.0,807
18960,Thailand,2021-10-18,Alpha,17,1.79,951
18961,Thailand,2021-10-18,Beta,0,0.0,951
18962,Thailand,2021-10-18,Delta,934,98.21,951
18963,Thailand,2021-10-18,Mu,0,0.0,951
18964,Thailand,2021-10-18,Omicron,0,0.0,951
18965,Thailand,2021-11-01,Alpha,2,0.21,948
18966,Thailand,2021-11-01,Beta,1,0.11,948
18967,Thailand,2021-11-01,Delta,945,99.68,948
18968,Thailand,2021-11-01,Mu,0,0.0,948
18969,Thailand,2021-11-01,Omicron,0,0.0,948
18970,Thailand,2021-11-15,Alpha,0,0.0,586
18971,Thailand,2021-11-15,Beta,0,0.0,586
18972,Thailand,2021-11-15,Delta,586,100.0,586
18973,Thailand,2021-11-15,Mu,0,0.0,586
18974,Thailand,2021-11-15,Omicron,0,0.0,586
18975,Thailand,2021-11-29,Alpha,0,0.0,516
18976,Thailand,2021-11-29,Beta,0,0.0,516
18977,Thailand,2021-11-29,Delta,514,99.61,516
18978,Thailand,2021-11-29,Mu,0,0.0,516
18979,Thailand,2021-11-29,Omicron,2,0.39,516
18980,Thailand,2021-12-13,Alpha,0,0.0,460
18981,Thailand,2021-12-13,Beta,0,0.0,460
18982,Thailand,2021-12-13,Delta,450,97.83,460
18983,Thailand,2021-12-13,Mu,0,0.0,460
18984,Thailand,2021-12-13,Omicron,10,2.17,460
18985,Thailand,2021-12-27,Alpha,0,0.0,23
18986,Thailand,2021-12-27,Beta,0,0.0,23
18987,Thailand,2021-12-27,Delta,17,73.91,23
18988,Thailand,2021-12-27,Mu,0,0.0,23
18989,Thailand,2021-12-27,Omicron,6,26.09,23
18990,Togo,2020-05-25,Alpha,0,0.0,3
18991,Togo,2020-05-25,Beta,0,0.0,3
18992,Togo,2020-05-25,Delta,0,0.0,3
18993,Togo,2020-05-25,Mu,0,0.0,3
18994,Togo,2020-05-25,Omicron,0,0.0,3
18995,Togo,2020-06-08,Alpha,0,0.0,4
18996,Togo,2020-06-08,Beta,0,0.0,4
18997,Togo,2020-06-08,Delta,0,0.0,4
18998,Togo,2020-06-08,Mu,0,0.0,4
18999,Togo,2020-06-08,Omicron,0,0.0,4
19000,Togo,2020-07-20,Alpha,0,0.0,2
19001,Togo,2020-07-20,Beta,0,0.0,2
19002,Togo,2020-07-20,Delta,0,0.0,2
19003,Togo,2020-07-20,Mu,0,0.0,2
19004,Togo,2020-07-20,Omicron,0,0.0,2
19005,Togo,2020-09-28,Alpha,0,0.0,5
19006,Togo,2020-09-28,Beta,0,0.0,5
19007,Togo,2020-09-28,Delta,0,0.0,5
19008,Togo,2020-09-28,Mu,0,0.0,5
19009,Togo,2020-09-28,Omicron,0,0.0,5
19010,Togo,2020-10-12,Alpha,0,0.0,1
19011,Togo,2020-10-12,Beta,0,0.0,1
19012,Togo,2020-10-12,Delta,0,0.0,1
19013,Togo,2020-10-12,Mu,0,0.0,1
19014,Togo,2020-10-12,Omicron,0,0.0,1
19015,Togo,2020-11-23,Alpha,0,0.0,1
19016,Togo,2020-11-23,Beta,0,0.0,1
19017,Togo,2020-11-23,Delta,0,0.0,1
19018,Togo,2020-11-23,Mu,0,0.0,1
19019,Togo,2020-11-23,Omicron,0,0.0,1
19020,Togo,2020-12-07,Alpha,0,0.0,1
19021,Togo,2020-12-07,Beta,0,0.0,1
19022,Togo,2020-12-07,Delta,0,0.0,1
19023,Togo,2020-12-07,Mu,0,0.0,1
19024,Togo,2020-12-07,Omicron,0,0.0,1
19025,Togo,2020-12-21,Alpha,0,0.0,8
19026,Togo,2020-12-21,Beta,0,0.0,8
19027,Togo,2020-12-21,Delta,0,0.0,8
19028,Togo,2020-12-21,Mu,0,0.0,8
19029,Togo,2020-12-21,Omicron,0,0.0,8
19030,Togo,2021-01-04,Alpha,0,0.0,5
19031,Togo,2021-01-04,Beta,0,0.0,5
19032,Togo,2021-01-04,Delta,0,0.0,5
19033,Togo,2021-01-04,Mu,0,0.0,5
19034,Togo,2021-01-04,Omicron,0,0.0,5
19035,Togo,2021-01-25,Alpha,3,50.0,6
19036,Togo,2021-01-25,Beta,0,0.0,6
19037,Togo,2021-01-25,Delta,0,0.0,6
19038,Togo,2021-01-25,Mu,0,0.0,6
19039,Togo,2021-01-25,Omicron,0,0.0,6
19040,Togo,2021-02-08,Alpha,6,15.0,40
19041,Togo,2021-02-08,Beta,2,5.0,40
19042,Togo,2021-02-08,Delta,0,0.0,40
19043,Togo,2021-02-08,Mu,0,0.0,40
19044,Togo,2021-02-08,Omicron,0,0.0,40
19045,Togo,2021-02-22,Alpha,12,30.0,40
19046,Togo,2021-02-22,Beta,0,0.0,40
19047,Togo,2021-02-22,Delta,0,0.0,40
19048,Togo,2021-02-22,Mu,0,0.0,40
19049,Togo,2021-02-22,Omicron,0,0.0,40
19050,Togo,2021-03-08,Alpha,7,19.44,36
19051,Togo,2021-03-08,Beta,2,5.56,36
19052,Togo,2021-03-08,Delta,0,0.0,36
19053,Togo,2021-03-08,Mu,0,0.0,36
19054,Togo,2021-03-08,Omicron,0,0.0,36
19055,Togo,2021-03-22,Alpha,2,16.67,12
19056,Togo,2021-03-22,Beta,0,0.0,12
19057,Togo,2021-03-22,Delta,0,0.0,12
19058,Togo,2021-03-22,Mu,0,0.0,12
19059,Togo,2021-03-22,Omicron,0,0.0,12
19060,Togo,2021-04-05,Alpha,1,12.5,8
19061,Togo,2021-04-05,Beta,1,12.5,8
19062,Togo,2021-04-05,Delta,0,0.0,8
19063,Togo,2021-04-05,Mu,0,0.0,8
19064,Togo,2021-04-05,Omicron,0,0.0,8
19065,Togo,2021-04-19,Alpha,0,0.0,14
19066,Togo,2021-04-19,Beta,0,0.0,14
19067,Togo,2021-04-19,Delta,1,7.14,14
19068,Togo,2021-04-19,Mu,0,0.0,14
19069,Togo,2021-04-19,Omicron,0,0.0,14
19070,Togo,2021-05-03,Alpha,2,25.0,8
19071,Togo,2021-05-03,Beta,0,0.0,8
19072,Togo,2021-05-03,Delta,1,12.5,8
19073,Togo,2021-05-03,Mu,0,0.0,8
19074,Togo,2021-05-03,Omicron,0,0.0,8
19075,Togo,2021-06-14,Alpha,0,0.0,25
19076,Togo,2021-06-14,Beta,0,0.0,25
19077,Togo,2021-06-14,Delta,15,60.0,25
19078,Togo,2021-06-14,Mu,0,0.0,25
19079,Togo,2021-06-14,Omicron,0,0.0,25
19080,Togo,2021-06-28,Alpha,0,0.0,27
19081,Togo,2021-06-28,Beta,0,0.0,27
19082,Togo,2021-06-28,Delta,20,74.07,27
19083,Togo,2021-06-28,Mu,0,0.0,27
19084,Togo,2021-06-28,Omicron,0,0.0,27
19085,Togo,2021-07-12,Alpha,0,0.0,24
19086,Togo,2021-07-12,Beta,0,0.0,24
19087,Togo,2021-07-12,Delta,21,87.5,24
19088,Togo,2021-07-12,Mu,0,0.0,24
19089,Togo,2021-07-12,Omicron,0,0.0,24
19090,Togo,2021-07-26,Alpha,0,0.0,24
19091,Togo,2021-07-26,Beta,0,0.0,24
19092,Togo,2021-07-26,Delta,23,95.83,24
19093,Togo,2021-07-26,Mu,0,0.0,24
19094,Togo,2021-07-26,Omicron,0,0.0,24
19095,Togo,2021-08-09,Alpha,0,0.0,44
19096,Togo,2021-08-09,Beta,0,0.0,44
19097,Togo,2021-08-09,Delta,44,100.0,44
19098,Togo,2021-08-09,Mu,0,0.0,44
19099,Togo,2021-08-09,Omicron,0,0.0,44
19100,Trinidad and Tobago,2020-06-22,Alpha,0,0.0,1
19101,Trinidad and Tobago,2020-06-22,Beta,0,0.0,1
19102,Trinidad and Tobago,2020-06-22,Delta,0,0.0,1
19103,Trinidad and Tobago,2020-06-22,Mu,0,0.0,1
19104,Trinidad and Tobago,2020-06-22,Omicron,0,0.0,1
19105,Trinidad and Tobago,2020-08-17,Alpha,0,0.0,1
19106,Trinidad and Tobago,2020-08-17,Beta,0,0.0,1
19107,Trinidad and Tobago,2020-08-17,Delta,0,0.0,1
19108,Trinidad and Tobago,2020-08-17,Mu,0,0.0,1
19109,Trinidad and Tobago,2020-08-17,Omicron,0,0.0,1
19110,Trinidad and Tobago,2020-08-31,Alpha,0,0.0,10
19111,Trinidad and Tobago,2020-08-31,Beta,0,0.0,10
19112,Trinidad and Tobago,2020-08-31,Delta,0,0.0,10
19113,Trinidad and Tobago,2020-08-31,Mu,0,0.0,10
19114,Trinidad and Tobago,2020-08-31,Omicron,0,0.0,10
19115,Trinidad and Tobago,2020-09-14,Alpha,0,0.0,5
19116,Trinidad and Tobago,2020-09-14,Beta,0,0.0,5
19117,Trinidad and Tobago,2020-09-14,Delta,0,0.0,5
19118,Trinidad and Tobago,2020-09-14,Mu,0,0.0,5
19119,Trinidad and Tobago,2020-09-14,Omicron,0,0.0,5
19120,Trinidad and Tobago,2020-09-28,Alpha,0,0.0,1
19121,Trinidad and Tobago,2020-09-28,Beta,0,0.0,1
19122,Trinidad and Tobago,2020-09-28,Delta,0,0.0,1
19123,Trinidad and Tobago,2020-09-28,Mu,0,0.0,1
19124,Trinidad and Tobago,2020-09-28,Omicron,0,0.0,1
19125,Trinidad and Tobago,2020-11-09,Alpha,0,0.0,4
19126,Trinidad and Tobago,2020-11-09,Beta,0,0.0,4
19127,Trinidad and Tobago,2020-11-09,Delta,0,0.0,4
19128,Trinidad and Tobago,2020-11-09,Mu,0,0.0,4
19129,Trinidad and Tobago,2020-11-09,Omicron,0,0.0,4
19130,Trinidad and Tobago,2020-11-23,Alpha,0,0.0,1
19131,Trinidad and Tobago,2020-11-23,Beta,0,0.0,1
19132,Trinidad and Tobago,2020-11-23,Delta,0,0.0,1
19133,Trinidad and Tobago,2020-11-23,Mu,0,0.0,1
19134,Trinidad and Tobago,2020-11-23,Omicron,0,0.0,1
19135,Trinidad and Tobago,2020-12-07,Alpha,0,0.0,9
19136,Trinidad and Tobago,2020-12-07,Beta,0,0.0,9
19137,Trinidad and Tobago,2020-12-07,Delta,0,0.0,9
19138,Trinidad and Tobago,2020-12-07,Mu,0,0.0,9
19139,Trinidad and Tobago,2020-12-07,Omicron,0,0.0,9
19140,Trinidad and Tobago,2020-12-21,Alpha,0,0.0,3
19141,Trinidad and Tobago,2020-12-21,Beta,0,0.0,3
19142,Trinidad and Tobago,2020-12-21,Delta,0,0.0,3
19143,Trinidad and Tobago,2020-12-21,Mu,0,0.0,3
19144,Trinidad and Tobago,2020-12-21,Omicron,0,0.0,3
19145,Trinidad and Tobago,2021-01-25,Alpha,1,100.0,1
19146,Trinidad and Tobago,2021-01-25,Beta,0,0.0,1
19147,Trinidad and Tobago,2021-01-25,Delta,0,0.0,1
19148,Trinidad and Tobago,2021-01-25,Mu,0,0.0,1
19149,Trinidad and Tobago,2021-01-25,Omicron,0,0.0,1
19150,Trinidad and Tobago,2021-02-22,Alpha,0,0.0,4
19151,Trinidad and Tobago,2021-02-22,Beta,0,0.0,4
19152,Trinidad and Tobago,2021-02-22,Delta,0,0.0,4
19153,Trinidad and Tobago,2021-02-22,Mu,0,0.0,4
19154,Trinidad and Tobago,2021-02-22,Omicron,0,0.0,4
19155,Trinidad and Tobago,2021-03-08,Alpha,0,0.0,2
19156,Trinidad and Tobago,2021-03-08,Beta,0,0.0,2
19157,Trinidad and Tobago,2021-03-08,Delta,0,0.0,2
19158,Trinidad and Tobago,2021-03-08,Mu,0,0.0,2
19159,Trinidad and Tobago,2021-03-08,Omicron,0,0.0,2
19160,Trinidad and Tobago,2021-03-22,Alpha,0,0.0,6
19161,Trinidad and Tobago,2021-03-22,Beta,0,0.0,6
19162,Trinidad and Tobago,2021-03-22,Delta,0,0.0,6
19163,Trinidad and Tobago,2021-03-22,Mu,0,0.0,6
19164,Trinidad and Tobago,2021-03-22,Omicron,0,0.0,6
19165,Trinidad and Tobago,2021-04-05,Alpha,5,62.5,8
19166,Trinidad and Tobago,2021-04-05,Beta,0,0.0,8
19167,Trinidad and Tobago,2021-04-05,Delta,0,0.0,8
19168,Trinidad and Tobago,2021-04-05,Mu,0,0.0,8
19169,Trinidad and Tobago,2021-04-05,Omicron,0,0.0,8
19170,Trinidad and Tobago,2021-04-19,Alpha,1,1.43,70
19171,Trinidad and Tobago,2021-04-19,Beta,0,0.0,70
19172,Trinidad and Tobago,2021-04-19,Delta,0,0.0,70
